ground,sintetic,segmentation,bingmap
CVUSA_subset\streetview\0035055.jpg,BLURRED_name_train\0035055_generated.png,TRAIN_SEGMENTED\0035055_generated_segmented.png,CVUSA_subset\bingmap\input0035055.png
CVUSA_subset\streetview\0035056.jpg,BLURRED_name_train\0035056_generated.png,TRAIN_SEGMENTED\0035056_generated_segmented.png,CVUSA_subset\bingmap\input0035056.png
CVUSA_subset\streetview\0035059.jpg,BLURRED_name_train\0035059_generated.png,TRAIN_SEGMENTED\0035059_generated_segmented.png,CVUSA_subset\bingmap\input0035059.png
CVUSA_subset\streetview\0035064.jpg,BLURRED_name_train\0035064_generated.png,TRAIN_SEGMENTED\0035064_generated_segmented.png,CVUSA_subset\bingmap\input0035064.png
CVUSA_subset\streetview\0035065.jpg,BLURRED_name_train\0035065_generated.png,TRAIN_SEGMENTED\0035065_generated_segmented.png,CVUSA_subset\bingmap\input0035065.png
CVUSA_subset\streetview\0035081.jpg,BLURRED_name_train\0035081_generated.png,TRAIN_SEGMENTED\0035081_generated_segmented.png,CVUSA_subset\bingmap\input0035081.png
CVUSA_subset\streetview\0035104.jpg,BLURRED_name_train\0035104_generated.png,TRAIN_SEGMENTED\0035104_generated_segmented.png,CVUSA_subset\bingmap\input0035104.png
CVUSA_subset\streetview\0035108.jpg,BLURRED_name_train\0035108_generated.png,TRAIN_SEGMENTED\0035108_generated_segmented.png,CVUSA_subset\bingmap\input0035108.png
CVUSA_subset\streetview\0035112.jpg,BLURRED_name_train\0035112_generated.png,TRAIN_SEGMENTED\0035112_generated_segmented.png,CVUSA_subset\bingmap\input0035112.png
CVUSA_subset\streetview\0035128.jpg,BLURRED_name_train\0035128_generated.png,TRAIN_SEGMENTED\0035128_generated_segmented.png,CVUSA_subset\bingmap\input0035128.png
CVUSA_subset\streetview\0035130.jpg,BLURRED_name_train\0035130_generated.png,TRAIN_SEGMENTED\0035130_generated_segmented.png,CVUSA_subset\bingmap\input0035130.png
CVUSA_subset\streetview\0035148.jpg,BLURRED_name_train\0035148_generated.png,TRAIN_SEGMENTED\0035148_generated_segmented.png,CVUSA_subset\bingmap\input0035148.png
CVUSA_subset\streetview\0035196.jpg,BLURRED_name_train\0035196_generated.png,TRAIN_SEGMENTED\0035196_generated_segmented.png,CVUSA_subset\bingmap\input0035196.png
CVUSA_subset\streetview\0035200.jpg,BLURRED_name_train\0035200_generated.png,TRAIN_SEGMENTED\0035200_generated_segmented.png,CVUSA_subset\bingmap\input0035200.png
CVUSA_subset\streetview\0035202.jpg,BLURRED_name_train\0035202_generated.png,TRAIN_SEGMENTED\0035202_generated_segmented.png,CVUSA_subset\bingmap\input0035202.png
CVUSA_subset\streetview\0035210.jpg,BLURRED_name_train\0035210_generated.png,TRAIN_SEGMENTED\0035210_generated_segmented.png,CVUSA_subset\bingmap\input0035210.png
CVUSA_subset\streetview\0035211.jpg,BLURRED_name_train\0035211_generated.png,TRAIN_SEGMENTED\0035211_generated_segmented.png,CVUSA_subset\bingmap\input0035211.png
CVUSA_subset\streetview\0035215.jpg,BLURRED_name_train\0035215_generated.png,TRAIN_SEGMENTED\0035215_generated_segmented.png,CVUSA_subset\bingmap\input0035215.png
CVUSA_subset\streetview\0035219.jpg,BLURRED_name_train\0035219_generated.png,TRAIN_SEGMENTED\0035219_generated_segmented.png,CVUSA_subset\bingmap\input0035219.png
CVUSA_subset\streetview\0035221.jpg,BLURRED_name_train\0035221_generated.png,TRAIN_SEGMENTED\0035221_generated_segmented.png,CVUSA_subset\bingmap\input0035221.png
CVUSA_subset\streetview\0035227.jpg,BLURRED_name_train\0035227_generated.png,TRAIN_SEGMENTED\0035227_generated_segmented.png,CVUSA_subset\bingmap\input0035227.png
CVUSA_subset\streetview\0035231.jpg,BLURRED_name_train\0035231_generated.png,TRAIN_SEGMENTED\0035231_generated_segmented.png,CVUSA_subset\bingmap\input0035231.png
CVUSA_subset\streetview\0035240.jpg,BLURRED_name_train\0035240_generated.png,TRAIN_SEGMENTED\0035240_generated_segmented.png,CVUSA_subset\bingmap\input0035240.png
CVUSA_subset\streetview\0035243.jpg,BLURRED_name_train\0035243_generated.png,TRAIN_SEGMENTED\0035243_generated_segmented.png,CVUSA_subset\bingmap\input0035243.png
CVUSA_subset\streetview\0035248.jpg,BLURRED_name_train\0035248_generated.png,TRAIN_SEGMENTED\0035248_generated_segmented.png,CVUSA_subset\bingmap\input0035248.png
CVUSA_subset\streetview\0035252.jpg,BLURRED_name_train\0035252_generated.png,TRAIN_SEGMENTED\0035252_generated_segmented.png,CVUSA_subset\bingmap\input0035252.png
CVUSA_subset\streetview\0035260.jpg,BLURRED_name_train\0035260_generated.png,TRAIN_SEGMENTED\0035260_generated_segmented.png,CVUSA_subset\bingmap\input0035260.png
CVUSA_subset\streetview\0035262.jpg,BLURRED_name_train\0035262_generated.png,TRAIN_SEGMENTED\0035262_generated_segmented.png,CVUSA_subset\bingmap\input0035262.png
CVUSA_subset\streetview\0035266.jpg,BLURRED_name_train\0035266_generated.png,TRAIN_SEGMENTED\0035266_generated_segmented.png,CVUSA_subset\bingmap\input0035266.png
CVUSA_subset\streetview\0035272.jpg,BLURRED_name_train\0035272_generated.png,TRAIN_SEGMENTED\0035272_generated_segmented.png,CVUSA_subset\bingmap\input0035272.png
CVUSA_subset\streetview\0035279.jpg,BLURRED_name_train\0035279_generated.png,TRAIN_SEGMENTED\0035279_generated_segmented.png,CVUSA_subset\bingmap\input0035279.png
CVUSA_subset\streetview\0035283.jpg,BLURRED_name_train\0035283_generated.png,TRAIN_SEGMENTED\0035283_generated_segmented.png,CVUSA_subset\bingmap\input0035283.png
CVUSA_subset\streetview\0035285.jpg,BLURRED_name_train\0035285_generated.png,TRAIN_SEGMENTED\0035285_generated_segmented.png,CVUSA_subset\bingmap\input0035285.png
CVUSA_subset\streetview\0035295.jpg,BLURRED_name_train\0035295_generated.png,TRAIN_SEGMENTED\0035295_generated_segmented.png,CVUSA_subset\bingmap\input0035295.png
CVUSA_subset\streetview\0035307.jpg,BLURRED_name_train\0035307_generated.png,TRAIN_SEGMENTED\0035307_generated_segmented.png,CVUSA_subset\bingmap\input0035307.png
CVUSA_subset\streetview\0035313.jpg,BLURRED_name_train\0035313_generated.png,TRAIN_SEGMENTED\0035313_generated_segmented.png,CVUSA_subset\bingmap\input0035313.png
CVUSA_subset\streetview\0035326.jpg,BLURRED_name_train\0035326_generated.png,TRAIN_SEGMENTED\0035326_generated_segmented.png,CVUSA_subset\bingmap\input0035326.png
CVUSA_subset\streetview\0035337.jpg,BLURRED_name_train\0035337_generated.png,TRAIN_SEGMENTED\0035337_generated_segmented.png,CVUSA_subset\bingmap\input0035337.png
CVUSA_subset\streetview\0035341.jpg,BLURRED_name_train\0035341_generated.png,TRAIN_SEGMENTED\0035341_generated_segmented.png,CVUSA_subset\bingmap\input0035341.png
CVUSA_subset\streetview\0035346.jpg,BLURRED_name_train\0035346_generated.png,TRAIN_SEGMENTED\0035346_generated_segmented.png,CVUSA_subset\bingmap\input0035346.png
CVUSA_subset\streetview\0035351.jpg,BLURRED_name_train\0035351_generated.png,TRAIN_SEGMENTED\0035351_generated_segmented.png,CVUSA_subset\bingmap\input0035351.png
CVUSA_subset\streetview\0035361.jpg,BLURRED_name_train\0035361_generated.png,TRAIN_SEGMENTED\0035361_generated_segmented.png,CVUSA_subset\bingmap\input0035361.png
CVUSA_subset\streetview\0035376.jpg,BLURRED_name_train\0035376_generated.png,TRAIN_SEGMENTED\0035376_generated_segmented.png,CVUSA_subset\bingmap\input0035376.png
CVUSA_subset\streetview\0035381.jpg,BLURRED_name_train\0035381_generated.png,TRAIN_SEGMENTED\0035381_generated_segmented.png,CVUSA_subset\bingmap\input0035381.png
CVUSA_subset\streetview\0035383.jpg,BLURRED_name_train\0035383_generated.png,TRAIN_SEGMENTED\0035383_generated_segmented.png,CVUSA_subset\bingmap\input0035383.png
CVUSA_subset\streetview\0035386.jpg,BLURRED_name_train\0035386_generated.png,TRAIN_SEGMENTED\0035386_generated_segmented.png,CVUSA_subset\bingmap\input0035386.png
CVUSA_subset\streetview\0035393.jpg,BLURRED_name_train\0035393_generated.png,TRAIN_SEGMENTED\0035393_generated_segmented.png,CVUSA_subset\bingmap\input0035393.png
CVUSA_subset\streetview\0035398.jpg,BLURRED_name_train\0035398_generated.png,TRAIN_SEGMENTED\0035398_generated_segmented.png,CVUSA_subset\bingmap\input0035398.png
CVUSA_subset\streetview\0035403.jpg,BLURRED_name_train\0035403_generated.png,TRAIN_SEGMENTED\0035403_generated_segmented.png,CVUSA_subset\bingmap\input0035403.png
CVUSA_subset\streetview\0035405.jpg,BLURRED_name_train\0035405_generated.png,TRAIN_SEGMENTED\0035405_generated_segmented.png,CVUSA_subset\bingmap\input0035405.png
CVUSA_subset\streetview\0035437.jpg,BLURRED_name_train\0035437_generated.png,TRAIN_SEGMENTED\0035437_generated_segmented.png,CVUSA_subset\bingmap\input0035437.png
CVUSA_subset\streetview\0035447.jpg,BLURRED_name_train\0035447_generated.png,TRAIN_SEGMENTED\0035447_generated_segmented.png,CVUSA_subset\bingmap\input0035447.png
CVUSA_subset\streetview\0035449.jpg,BLURRED_name_train\0035449_generated.png,TRAIN_SEGMENTED\0035449_generated_segmented.png,CVUSA_subset\bingmap\input0035449.png
CVUSA_subset\streetview\0035463.jpg,BLURRED_name_train\0035463_generated.png,TRAIN_SEGMENTED\0035463_generated_segmented.png,CVUSA_subset\bingmap\input0035463.png
CVUSA_subset\streetview\0035465.jpg,BLURRED_name_train\0035465_generated.png,TRAIN_SEGMENTED\0035465_generated_segmented.png,CVUSA_subset\bingmap\input0035465.png
CVUSA_subset\streetview\0035472.jpg,BLURRED_name_train\0035472_generated.png,TRAIN_SEGMENTED\0035472_generated_segmented.png,CVUSA_subset\bingmap\input0035472.png
CVUSA_subset\streetview\0035477.jpg,BLURRED_name_train\0035477_generated.png,TRAIN_SEGMENTED\0035477_generated_segmented.png,CVUSA_subset\bingmap\input0035477.png
CVUSA_subset\streetview\0035484.jpg,BLURRED_name_train\0035484_generated.png,TRAIN_SEGMENTED\0035484_generated_segmented.png,CVUSA_subset\bingmap\input0035484.png
CVUSA_subset\streetview\0035506.jpg,BLURRED_name_train\0035506_generated.png,TRAIN_SEGMENTED\0035506_generated_segmented.png,CVUSA_subset\bingmap\input0035506.png
CVUSA_subset\streetview\0035508.jpg,BLURRED_name_train\0035508_generated.png,TRAIN_SEGMENTED\0035508_generated_segmented.png,CVUSA_subset\bingmap\input0035508.png
CVUSA_subset\streetview\0035519.jpg,BLURRED_name_train\0035519_generated.png,TRAIN_SEGMENTED\0035519_generated_segmented.png,CVUSA_subset\bingmap\input0035519.png
CVUSA_subset\streetview\0035522.jpg,BLURRED_name_train\0035522_generated.png,TRAIN_SEGMENTED\0035522_generated_segmented.png,CVUSA_subset\bingmap\input0035522.png
CVUSA_subset\streetview\0035529.jpg,BLURRED_name_train\0035529_generated.png,TRAIN_SEGMENTED\0035529_generated_segmented.png,CVUSA_subset\bingmap\input0035529.png
CVUSA_subset\streetview\0035535.jpg,BLURRED_name_train\0035535_generated.png,TRAIN_SEGMENTED\0035535_generated_segmented.png,CVUSA_subset\bingmap\input0035535.png
CVUSA_subset\streetview\0035536.jpg,BLURRED_name_train\0035536_generated.png,TRAIN_SEGMENTED\0035536_generated_segmented.png,CVUSA_subset\bingmap\input0035536.png
CVUSA_subset\streetview\0035544.jpg,BLURRED_name_train\0035544_generated.png,TRAIN_SEGMENTED\0035544_generated_segmented.png,CVUSA_subset\bingmap\input0035544.png
CVUSA_subset\streetview\0035552.jpg,BLURRED_name_train\0035552_generated.png,TRAIN_SEGMENTED\0035552_generated_segmented.png,CVUSA_subset\bingmap\input0035552.png
CVUSA_subset\streetview\0035577.jpg,BLURRED_name_train\0035577_generated.png,TRAIN_SEGMENTED\0035577_generated_segmented.png,CVUSA_subset\bingmap\input0035577.png
CVUSA_subset\streetview\0035593.jpg,BLURRED_name_train\0035593_generated.png,TRAIN_SEGMENTED\0035593_generated_segmented.png,CVUSA_subset\bingmap\input0035593.png
CVUSA_subset\streetview\0035597.jpg,BLURRED_name_train\0035597_generated.png,TRAIN_SEGMENTED\0035597_generated_segmented.png,CVUSA_subset\bingmap\input0035597.png
CVUSA_subset\streetview\0035602.jpg,BLURRED_name_train\0035602_generated.png,TRAIN_SEGMENTED\0035602_generated_segmented.png,CVUSA_subset\bingmap\input0035602.png
CVUSA_subset\streetview\0035605.jpg,BLURRED_name_train\0035605_generated.png,TRAIN_SEGMENTED\0035605_generated_segmented.png,CVUSA_subset\bingmap\input0035605.png
CVUSA_subset\streetview\0035609.jpg,BLURRED_name_train\0035609_generated.png,TRAIN_SEGMENTED\0035609_generated_segmented.png,CVUSA_subset\bingmap\input0035609.png
CVUSA_subset\streetview\0035616.jpg,BLURRED_name_train\0035616_generated.png,TRAIN_SEGMENTED\0035616_generated_segmented.png,CVUSA_subset\bingmap\input0035616.png
CVUSA_subset\streetview\0035619.jpg,BLURRED_name_train\0035619_generated.png,TRAIN_SEGMENTED\0035619_generated_segmented.png,CVUSA_subset\bingmap\input0035619.png
CVUSA_subset\streetview\0035623.jpg,BLURRED_name_train\0035623_generated.png,TRAIN_SEGMENTED\0035623_generated_segmented.png,CVUSA_subset\bingmap\input0035623.png
CVUSA_subset\streetview\0035638.jpg,BLURRED_name_train\0035638_generated.png,TRAIN_SEGMENTED\0035638_generated_segmented.png,CVUSA_subset\bingmap\input0035638.png
CVUSA_subset\streetview\0035640.jpg,BLURRED_name_train\0035640_generated.png,TRAIN_SEGMENTED\0035640_generated_segmented.png,CVUSA_subset\bingmap\input0035640.png
CVUSA_subset\streetview\0035641.jpg,BLURRED_name_train\0035641_generated.png,TRAIN_SEGMENTED\0035641_generated_segmented.png,CVUSA_subset\bingmap\input0035641.png
CVUSA_subset\streetview\0035659.jpg,BLURRED_name_train\0035659_generated.png,TRAIN_SEGMENTED\0035659_generated_segmented.png,CVUSA_subset\bingmap\input0035659.png
CVUSA_subset\streetview\0035672.jpg,BLURRED_name_train\0035672_generated.png,TRAIN_SEGMENTED\0035672_generated_segmented.png,CVUSA_subset\bingmap\input0035672.png
CVUSA_subset\streetview\0035673.jpg,BLURRED_name_train\0035673_generated.png,TRAIN_SEGMENTED\0035673_generated_segmented.png,CVUSA_subset\bingmap\input0035673.png
CVUSA_subset\streetview\0035675.jpg,BLURRED_name_train\0035675_generated.png,TRAIN_SEGMENTED\0035675_generated_segmented.png,CVUSA_subset\bingmap\input0035675.png
CVUSA_subset\streetview\0035676.jpg,BLURRED_name_train\0035676_generated.png,TRAIN_SEGMENTED\0035676_generated_segmented.png,CVUSA_subset\bingmap\input0035676.png
CVUSA_subset\streetview\0035680.jpg,BLURRED_name_train\0035680_generated.png,TRAIN_SEGMENTED\0035680_generated_segmented.png,CVUSA_subset\bingmap\input0035680.png
CVUSA_subset\streetview\0035681.jpg,BLURRED_name_train\0035681_generated.png,TRAIN_SEGMENTED\0035681_generated_segmented.png,CVUSA_subset\bingmap\input0035681.png
CVUSA_subset\streetview\0035683.jpg,BLURRED_name_train\0035683_generated.png,TRAIN_SEGMENTED\0035683_generated_segmented.png,CVUSA_subset\bingmap\input0035683.png
CVUSA_subset\streetview\0035684.jpg,BLURRED_name_train\0035684_generated.png,TRAIN_SEGMENTED\0035684_generated_segmented.png,CVUSA_subset\bingmap\input0035684.png
CVUSA_subset\streetview\0035686.jpg,BLURRED_name_train\0035686_generated.png,TRAIN_SEGMENTED\0035686_generated_segmented.png,CVUSA_subset\bingmap\input0035686.png
CVUSA_subset\streetview\0035690.jpg,BLURRED_name_train\0035690_generated.png,TRAIN_SEGMENTED\0035690_generated_segmented.png,CVUSA_subset\bingmap\input0035690.png
CVUSA_subset\streetview\0035693.jpg,BLURRED_name_train\0035693_generated.png,TRAIN_SEGMENTED\0035693_generated_segmented.png,CVUSA_subset\bingmap\input0035693.png
CVUSA_subset\streetview\0035696.jpg,BLURRED_name_train\0035696_generated.png,TRAIN_SEGMENTED\0035696_generated_segmented.png,CVUSA_subset\bingmap\input0035696.png
CVUSA_subset\streetview\0035698.jpg,BLURRED_name_train\0035698_generated.png,TRAIN_SEGMENTED\0035698_generated_segmented.png,CVUSA_subset\bingmap\input0035698.png
CVUSA_subset\streetview\0035699.jpg,BLURRED_name_train\0035699_generated.png,TRAIN_SEGMENTED\0035699_generated_segmented.png,CVUSA_subset\bingmap\input0035699.png
CVUSA_subset\streetview\0035708.jpg,BLURRED_name_train\0035708_generated.png,TRAIN_SEGMENTED\0035708_generated_segmented.png,CVUSA_subset\bingmap\input0035708.png
CVUSA_subset\streetview\0035713.jpg,BLURRED_name_train\0035713_generated.png,TRAIN_SEGMENTED\0035713_generated_segmented.png,CVUSA_subset\bingmap\input0035713.png
CVUSA_subset\streetview\0035716.jpg,BLURRED_name_train\0035716_generated.png,TRAIN_SEGMENTED\0035716_generated_segmented.png,CVUSA_subset\bingmap\input0035716.png
CVUSA_subset\streetview\0035718.jpg,BLURRED_name_train\0035718_generated.png,TRAIN_SEGMENTED\0035718_generated_segmented.png,CVUSA_subset\bingmap\input0035718.png
CVUSA_subset\streetview\0035726.jpg,BLURRED_name_train\0035726_generated.png,TRAIN_SEGMENTED\0035726_generated_segmented.png,CVUSA_subset\bingmap\input0035726.png
CVUSA_subset\streetview\0035729.jpg,BLURRED_name_train\0035729_generated.png,TRAIN_SEGMENTED\0035729_generated_segmented.png,CVUSA_subset\bingmap\input0035729.png
CVUSA_subset\streetview\0035751.jpg,BLURRED_name_train\0035751_generated.png,TRAIN_SEGMENTED\0035751_generated_segmented.png,CVUSA_subset\bingmap\input0035751.png
CVUSA_subset\streetview\0035752.jpg,BLURRED_name_train\0035752_generated.png,TRAIN_SEGMENTED\0035752_generated_segmented.png,CVUSA_subset\bingmap\input0035752.png
CVUSA_subset\streetview\0035762.jpg,BLURRED_name_train\0035762_generated.png,TRAIN_SEGMENTED\0035762_generated_segmented.png,CVUSA_subset\bingmap\input0035762.png
CVUSA_subset\streetview\0035774.jpg,BLURRED_name_train\0035774_generated.png,TRAIN_SEGMENTED\0035774_generated_segmented.png,CVUSA_subset\bingmap\input0035774.png
CVUSA_subset\streetview\0035792.jpg,BLURRED_name_train\0035792_generated.png,TRAIN_SEGMENTED\0035792_generated_segmented.png,CVUSA_subset\bingmap\input0035792.png
CVUSA_subset\streetview\0035804.jpg,BLURRED_name_train\0035804_generated.png,TRAIN_SEGMENTED\0035804_generated_segmented.png,CVUSA_subset\bingmap\input0035804.png
CVUSA_subset\streetview\0035819.jpg,BLURRED_name_train\0035819_generated.png,TRAIN_SEGMENTED\0035819_generated_segmented.png,CVUSA_subset\bingmap\input0035819.png
CVUSA_subset\streetview\0035824.jpg,BLURRED_name_train\0035824_generated.png,TRAIN_SEGMENTED\0035824_generated_segmented.png,CVUSA_subset\bingmap\input0035824.png
CVUSA_subset\streetview\0035832.jpg,BLURRED_name_train\0035832_generated.png,TRAIN_SEGMENTED\0035832_generated_segmented.png,CVUSA_subset\bingmap\input0035832.png
CVUSA_subset\streetview\0035858.jpg,BLURRED_name_train\0035858_generated.png,TRAIN_SEGMENTED\0035858_generated_segmented.png,CVUSA_subset\bingmap\input0035858.png
CVUSA_subset\streetview\0035860.jpg,BLURRED_name_train\0035860_generated.png,TRAIN_SEGMENTED\0035860_generated_segmented.png,CVUSA_subset\bingmap\input0035860.png
CVUSA_subset\streetview\0035862.jpg,BLURRED_name_train\0035862_generated.png,TRAIN_SEGMENTED\0035862_generated_segmented.png,CVUSA_subset\bingmap\input0035862.png
CVUSA_subset\streetview\0035866.jpg,BLURRED_name_train\0035866_generated.png,TRAIN_SEGMENTED\0035866_generated_segmented.png,CVUSA_subset\bingmap\input0035866.png
CVUSA_subset\streetview\0035871.jpg,BLURRED_name_train\0035871_generated.png,TRAIN_SEGMENTED\0035871_generated_segmented.png,CVUSA_subset\bingmap\input0035871.png
CVUSA_subset\streetview\0035873.jpg,BLURRED_name_train\0035873_generated.png,TRAIN_SEGMENTED\0035873_generated_segmented.png,CVUSA_subset\bingmap\input0035873.png
CVUSA_subset\streetview\0035879.jpg,BLURRED_name_train\0035879_generated.png,TRAIN_SEGMENTED\0035879_generated_segmented.png,CVUSA_subset\bingmap\input0035879.png
CVUSA_subset\streetview\0035882.jpg,BLURRED_name_train\0035882_generated.png,TRAIN_SEGMENTED\0035882_generated_segmented.png,CVUSA_subset\bingmap\input0035882.png
CVUSA_subset\streetview\0035888.jpg,BLURRED_name_train\0035888_generated.png,TRAIN_SEGMENTED\0035888_generated_segmented.png,CVUSA_subset\bingmap\input0035888.png
CVUSA_subset\streetview\0035890.jpg,BLURRED_name_train\0035890_generated.png,TRAIN_SEGMENTED\0035890_generated_segmented.png,CVUSA_subset\bingmap\input0035890.png
CVUSA_subset\streetview\0035896.jpg,BLURRED_name_train\0035896_generated.png,TRAIN_SEGMENTED\0035896_generated_segmented.png,CVUSA_subset\bingmap\input0035896.png
CVUSA_subset\streetview\0035897.jpg,BLURRED_name_train\0035897_generated.png,TRAIN_SEGMENTED\0035897_generated_segmented.png,CVUSA_subset\bingmap\input0035897.png
CVUSA_subset\streetview\0035899.jpg,BLURRED_name_train\0035899_generated.png,TRAIN_SEGMENTED\0035899_generated_segmented.png,CVUSA_subset\bingmap\input0035899.png
CVUSA_subset\streetview\0035903.jpg,BLURRED_name_train\0035903_generated.png,TRAIN_SEGMENTED\0035903_generated_segmented.png,CVUSA_subset\bingmap\input0035903.png
CVUSA_subset\streetview\0035905.jpg,BLURRED_name_train\0035905_generated.png,TRAIN_SEGMENTED\0035905_generated_segmented.png,CVUSA_subset\bingmap\input0035905.png
CVUSA_subset\streetview\0035911.jpg,BLURRED_name_train\0035911_generated.png,TRAIN_SEGMENTED\0035911_generated_segmented.png,CVUSA_subset\bingmap\input0035911.png
CVUSA_subset\streetview\0035920.jpg,BLURRED_name_train\0035920_generated.png,TRAIN_SEGMENTED\0035920_generated_segmented.png,CVUSA_subset\bingmap\input0035920.png
CVUSA_subset\streetview\0035923.jpg,BLURRED_name_train\0035923_generated.png,TRAIN_SEGMENTED\0035923_generated_segmented.png,CVUSA_subset\bingmap\input0035923.png
CVUSA_subset\streetview\0035925.jpg,BLURRED_name_train\0035925_generated.png,TRAIN_SEGMENTED\0035925_generated_segmented.png,CVUSA_subset\bingmap\input0035925.png
CVUSA_subset\streetview\0035926.jpg,BLURRED_name_train\0035926_generated.png,TRAIN_SEGMENTED\0035926_generated_segmented.png,CVUSA_subset\bingmap\input0035926.png
CVUSA_subset\streetview\0035933.jpg,BLURRED_name_train\0035933_generated.png,TRAIN_SEGMENTED\0035933_generated_segmented.png,CVUSA_subset\bingmap\input0035933.png
CVUSA_subset\streetview\0035949.jpg,BLURRED_name_train\0035949_generated.png,TRAIN_SEGMENTED\0035949_generated_segmented.png,CVUSA_subset\bingmap\input0035949.png
CVUSA_subset\streetview\0035956.jpg,BLURRED_name_train\0035956_generated.png,TRAIN_SEGMENTED\0035956_generated_segmented.png,CVUSA_subset\bingmap\input0035956.png
CVUSA_subset\streetview\0035959.jpg,BLURRED_name_train\0035959_generated.png,TRAIN_SEGMENTED\0035959_generated_segmented.png,CVUSA_subset\bingmap\input0035959.png
CVUSA_subset\streetview\0035968.jpg,BLURRED_name_train\0035968_generated.png,TRAIN_SEGMENTED\0035968_generated_segmented.png,CVUSA_subset\bingmap\input0035968.png
CVUSA_subset\streetview\0035980.jpg,BLURRED_name_train\0035980_generated.png,TRAIN_SEGMENTED\0035980_generated_segmented.png,CVUSA_subset\bingmap\input0035980.png
CVUSA_subset\streetview\0035991.jpg,BLURRED_name_train\0035991_generated.png,TRAIN_SEGMENTED\0035991_generated_segmented.png,CVUSA_subset\bingmap\input0035991.png
CVUSA_subset\streetview\0035997.jpg,BLURRED_name_train\0035997_generated.png,TRAIN_SEGMENTED\0035997_generated_segmented.png,CVUSA_subset\bingmap\input0035997.png
CVUSA_subset\streetview\0035998.jpg,BLURRED_name_train\0035998_generated.png,TRAIN_SEGMENTED\0035998_generated_segmented.png,CVUSA_subset\bingmap\input0035998.png
CVUSA_subset\streetview\0036000.jpg,BLURRED_name_train\0036000_generated.png,TRAIN_SEGMENTED\0036000_generated_segmented.png,CVUSA_subset\bingmap\input0036000.png
CVUSA_subset\streetview\0036003.jpg,BLURRED_name_train\0036003_generated.png,TRAIN_SEGMENTED\0036003_generated_segmented.png,CVUSA_subset\bingmap\input0036003.png
CVUSA_subset\streetview\0036008.jpg,BLURRED_name_train\0036008_generated.png,TRAIN_SEGMENTED\0036008_generated_segmented.png,CVUSA_subset\bingmap\input0036008.png
CVUSA_subset\streetview\0036009.jpg,BLURRED_name_train\0036009_generated.png,TRAIN_SEGMENTED\0036009_generated_segmented.png,CVUSA_subset\bingmap\input0036009.png
CVUSA_subset\streetview\0036010.jpg,BLURRED_name_train\0036010_generated.png,TRAIN_SEGMENTED\0036010_generated_segmented.png,CVUSA_subset\bingmap\input0036010.png
CVUSA_subset\streetview\0036011.jpg,BLURRED_name_train\0036011_generated.png,TRAIN_SEGMENTED\0036011_generated_segmented.png,CVUSA_subset\bingmap\input0036011.png
CVUSA_subset\streetview\0036020.jpg,BLURRED_name_train\0036020_generated.png,TRAIN_SEGMENTED\0036020_generated_segmented.png,CVUSA_subset\bingmap\input0036020.png
CVUSA_subset\streetview\0036023.jpg,BLURRED_name_train\0036023_generated.png,TRAIN_SEGMENTED\0036023_generated_segmented.png,CVUSA_subset\bingmap\input0036023.png
CVUSA_subset\streetview\0036035.jpg,BLURRED_name_train\0036035_generated.png,TRAIN_SEGMENTED\0036035_generated_segmented.png,CVUSA_subset\bingmap\input0036035.png
CVUSA_subset\streetview\0036038.jpg,BLURRED_name_train\0036038_generated.png,TRAIN_SEGMENTED\0036038_generated_segmented.png,CVUSA_subset\bingmap\input0036038.png
CVUSA_subset\streetview\0036039.jpg,BLURRED_name_train\0036039_generated.png,TRAIN_SEGMENTED\0036039_generated_segmented.png,CVUSA_subset\bingmap\input0036039.png
CVUSA_subset\streetview\0036040.jpg,BLURRED_name_train\0036040_generated.png,TRAIN_SEGMENTED\0036040_generated_segmented.png,CVUSA_subset\bingmap\input0036040.png
CVUSA_subset\streetview\0036044.jpg,BLURRED_name_train\0036044_generated.png,TRAIN_SEGMENTED\0036044_generated_segmented.png,CVUSA_subset\bingmap\input0036044.png
CVUSA_subset\streetview\0036046.jpg,BLURRED_name_train\0036046_generated.png,TRAIN_SEGMENTED\0036046_generated_segmented.png,CVUSA_subset\bingmap\input0036046.png
CVUSA_subset\streetview\0036063.jpg,BLURRED_name_train\0036063_generated.png,TRAIN_SEGMENTED\0036063_generated_segmented.png,CVUSA_subset\bingmap\input0036063.png
CVUSA_subset\streetview\0036065.jpg,BLURRED_name_train\0036065_generated.png,TRAIN_SEGMENTED\0036065_generated_segmented.png,CVUSA_subset\bingmap\input0036065.png
CVUSA_subset\streetview\0036072.jpg,BLURRED_name_train\0036072_generated.png,TRAIN_SEGMENTED\0036072_generated_segmented.png,CVUSA_subset\bingmap\input0036072.png
CVUSA_subset\streetview\0036077.jpg,BLURRED_name_train\0036077_generated.png,TRAIN_SEGMENTED\0036077_generated_segmented.png,CVUSA_subset\bingmap\input0036077.png
CVUSA_subset\streetview\0036094.jpg,BLURRED_name_train\0036094_generated.png,TRAIN_SEGMENTED\0036094_generated_segmented.png,CVUSA_subset\bingmap\input0036094.png
CVUSA_subset\streetview\0036104.jpg,BLURRED_name_train\0036104_generated.png,TRAIN_SEGMENTED\0036104_generated_segmented.png,CVUSA_subset\bingmap\input0036104.png
